Bin	Name	Source Path	Color	GFX-Video Level	Field Ordering	LensModelName	InitializedDate	ProavIdRef	serialNo	modelName	manufacturer	CreationDate	Video Bitrate	Shutter Speed Time	Shutter Speed Angle	Iris F	White Balance	White Balance Mode	Foc. Pos. fr. Image Plane	EI	Exposure Mode	Capture FPS	Capture Gamma Equation	lens_name	Lens Mount	Audio Format	User TC Pref	User Action Guide Width	User Action Guide Topleft Y	User Action Guide Topleft X	User Action Guide Height	User Action Guide Enabled	Shutter fraction	Shutter degree	Sensor OLPF Name	Sensor OLPF Interchangeable	Sensor Name	Sensor ID	Resolution Format Name	Reel ID Full	Reel ID 8 Character	REDCODE	record_framerate_numerator	record_framerate_denominator	Record Framerate	Original Filename	monitor_sharpness	Media Serial Number	TimeStamp	Lens Aperture Units	Jamsync setting	iso_calibration_version	FrameWidth	FrameHeight	HDR Mode	GMT Time	GMT Date	Genlock setting	Frame Guide Width	Frame Guide Topleft Y	Frame Guide Topleft X	Frame Guide Height	Frame Guide Enabled	flip_vertical	flip_horizontal	Exposure time	exposure_adjust	Dropped Frame Count	clip_uuid	Clip	clip_default_color_version	camera_rotation_z	camera_rotation_y	camera_rotation_x	camera_position	Camera PIN	Camera Network Name	Camera Model ID	Camera Model	Camera firmware version	Camera Firmware Revision	camera_acceleration_z	camera_acceleration_y	camera_acceleration_x	Anamorphic Mode	Resolution	Filename	Original_End	Original_Start	Blue White Y	Blue White X	Blue Knee Y	Blue Knee X	Blue Mid Y	Blue Mid X	Blue Toe Y	Blue Toe X	Blue Black Y	Blue Black X	Green White Y	Green White X	Green Knee Y	Green Knee X	Green Mid Y	Green Mid X	Green Toe Y	Green Toe X	Green Black Y	Green Black X	Red White Y	Red White X	Red Knee Y	Red Knee X	Red Mid Y	Red Mid X	Red Toe Y	Red Toe X	Red Black Y	Red Black X	LGG Blue Gain	LGG Blue Gamma	LGG Blue Lift	LGG Green Gain	LGG Green Gamma	LGG Green Lift	LGG Red Gain	LGG Red Gamma	LGG Red Lift	Shadow	FLUT	Chroma Denoise	OLPF	Debayer detail	GammaSpace	ColorSpace	DRX	Tint	Kelvin	White Y	White X	Knee Y	Knee X	Mid Y	Mid X	Toe Y	Toe X	Black Y	Black X	Saturation	Exposure	GainRed	GainGreen	GainBlue	Contrast	Brightness	ISO	Source Setting	Clip ID	Comments	Image Size	Raster Dimension	Image Framing	Vendor Download Master	Vendor Invoice ID	Vendor Asset Status	Vendor Asset Keywords	Vendor Asset Description	Vendor Original Master	Vendor Asset Price	Vendor Asset Rights	Vendor Asset Name	Vendor Asset ID	Vendor URL	Vendor Name	Marker	S3D Alignment	S3D Eye Order	S3D InversionR	S3D Inversion	S3D Clip Name	S3D Group Name	S3D Channel	S3D Leading Eye	S3D Contributors	Color Transformation	Ancillary Data	Media File Path	Reformat	Pixel Aspect Ratio	Image Aspect Ratio	Chroma Subsampling	Color Space	Track Formats	Field Motion	AFD	Auxiliary TC5	ASC_SAT	ASC_SOP	IDataLink	Production	Journalist	Disk Label	TC 30NP	UNC Path	Transfer	Master Start	Master Film	Master End	Master Edge	Master Dur	LUT	KN Film	Ink Film	Ink Edge	Ink End	Frame Count Duration	Frame Count End	Frame Count Start	Ink Dur	VFX Reel	VFX	DPX	AuxInk Film	AuxInk End	AuxInk Edge	AuxInk Dur	Format	Video File Format	Aux TC 24	Cadence	TC 25PD	Audio Bit Depth	Audio File Format	TC 30	TC 24	TC 25	Modified Date	Audio SR	TapeID	Lock	Slip	Camera	Reel	Labroll	Shoot Date	Camroll	Auxiliary TC1	Soundroll	Reel #	Take	VITC	Scene	Plug-in	Video	Tape	Start	Sound TC	Tracks	Offline	Pullout	Project	Pullin	Auxiliary TC4	Mark OUT	KN Start	KN IN-OUT	KN Mark OUT	KN Dur	Mark IN	KN Mark IN	Perf	KN End	Film TC	IN-OUT	FPS	Auxiliary Ink	End	Ink Number	Drive	Duration	Creation Date	Auxiliary TC2	Frame	CFPS	Media Status	Auxiliary TC3	Source File	
OWEN FOR RESOLVE	FX60130.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_2407011_FX6_Acam_010\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_2407011_FX6_Acam_010														2303	2302	0									1080p/25			None		24	PCM				13/08/2024 08:24:10	48000	WW2D_2407011_FX6_Acam_010	   														DNxHR LB (1920x1080)		11:09:57:02		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH			11:10:08:11		   2+10		 143+15	11:10:06:19					       1:17	25.00		11:11:29:05		BLINK_WW2 DECODED_MEDIA (W:)	00:01:32:03	12/08/2024 19:29:29			25.00			FX60130.MXF	
OWEN FOR RESOLVE	FX60132.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_2407011_FX6_Acam_010\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_2407011_FX6_Acam_010														270	269	0									1080p/25			None		24	PCM				13/08/2024 08:24:10	48000	WW2D_2407011_FX6_Acam_010	   														DNxHR LB (1920x1080)		11:18:16:19		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  16+14							25.00		11:18:27:14		BLINK_WW2 DECODED_MEDIA (W:)	00:00:10:20	12/08/2024 19:37:49			25.00			FX60132.MXF	
OWEN FOR RESOLVE	WW2D_240711_FX3_Bcam_008_C0053.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_FX3_Bcam_008\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240711_FX3_Bcam_008														39828	39827	0									1080p/25			None		24	PCM				13/08/2024 08:24:01	48000	WW2D_240711_FX3_Bcam_008	   							10:53:18:24							DNxHR LB (1920x1080)		03:05:02:22		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							2489+04							25.00		03:31:36:00		BLINK_WW2 DECODED_MEDIA (W:)	00:26:33:03	12/08/2024 17:07:17			25.00			WW2D_240711_FX3_Bcam_008_C0053.MP4	
OWEN FOR RESOLVE	WW2D_240711_FX3_Bcam_008_C0061.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_FX3_Bcam_008\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Levels scaling (full range to video levels); Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240711_FX3_Bcam_008														42924	42923	0									1080p/25			None		24	PCM				13/08/2024 08:24:01	48000	WW2D_240711_FX3_Bcam_008	   							11:40:55:12							DNxHR LB (1920x1080)		03:52:39:09		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							2682+12							25.00		04:21:16:08		BLINK_WW2 DECODED_MEDIA (W:)	00:28:36:24	12/08/2024 17:50:14			25.00			WW2D_240711_FX3_Bcam_008_C0061.MP4	
OWEN FOR RESOLVE	WW2D_240711_FX3_Bcam_008_C0052.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_FX3_Bcam_008\M4ROOT\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709; Ochre (3D)			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240711_FX3_Bcam_008														53532	53531	0									1080p/25			None		24	PCM				13/08/2024 08:24:01	48000	WW2D_240711_FX3_Bcam_008	   							09:21:40:09							DNxHR LB (1920x1080)		01:33:24:08		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							3345+12	01:51:35:02						25.00		02:09:05:15		BLINK_WW2 DECODED_MEDIA (W:)	00:35:41:07	12/08/2024 17:13:34			25.00			WW2D_240711_FX3_Bcam_008_C0052.MP4	
OWEN FOR RESOLVE	WW2D_240711_DRONE_001_DJI_0006.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_DRONE_001\DCIM\100MEDIA\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive								WW2D_240711_DRONE_001														1719	1718	0									1080p/25			None							13/08/2024 08:33:00		WW2D_240711_DRONE_001	   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII DECODED_TECH							 107+07	00:00:44:14						25.00		00:01:08:19		BLINK_WW2 DECODED_MEDIA (W:)	00:01:08:19	12/08/2024 19:10:56			25.00			WW2D_240711_DRONE_001_DJI_0006.MP4	
OWEN FOR RESOLVE	WW2D_240711_DRONE_001_DJI_0023.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_DRONE_001\DCIM\100MEDIA\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive								WW2D_240711_DRONE_001														938	937	0									1080p/25			None							13/08/2024 08:33:00		WW2D_240711_DRONE_001	   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII DECODED_TECH							  58+10	00:00:30:24						25.00		00:00:37:13		BLINK_WW2 DECODED_MEDIA (W:)	00:00:37:13	12/08/2024 20:14:49			25.00			WW2D_240711_DRONE_001_DJI_0023.MP4	
OWEN FOR RESOLVE	WW2D_240711_DRONE_001_DJI_0003.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_11\WW2D_240711_DRONE_001\DCIM\100MEDIA\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive								WW2D_240711_DRONE_001														1371	1370	0									1080p/29.97			None							13/08/2024 08:33:00		WW2D_240711_DRONE_001	   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII DECODED_TECH							  85+11							29.97		00:00:45:21		BLINK_WW2 DECODED_MEDIA (W:)	00:00:45:21	12/08/2024 19:55:28			29.97			WW2D_240711_DRONE_001_DJI_0003.MP4	
OWEN FOR RESOLVE	FX60120.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_009\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_009														789	788	0									1080p/25			None		24	PCM				13/08/2024 08:23:50	48000	WW2D_240710_FX6_Acam_009	   														DNxHR LB (1920x1080)		15:03:12:15		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							  49+05							25.00		15:03:44:04		BLINK_WW2 DECODED_MEDIA (W:)	00:00:31:14	12/08/2024 21:02:14			25.00			FX60120.MXF	
OWEN FOR RESOLVE	FX60113.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_009\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_009														23408	23407	0									1080p/25			None		24	PCM				13/08/2024 08:23:50	48000	WW2D_240710_FX6_Acam_009	   														DNxHR LB (1920x1080)		13:47:06:08		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							1463+00							25.00		14:02:42:16		BLINK_WW2 DECODED_MEDIA (W:)	00:15:36:08	12/08/2024 20:33:51			25.00			FX60113.MXF	
OWEN FOR RESOLVE	FX60116.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_009\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_009														6948	6947	0									1080p/25			None		24	PCM				13/08/2024 08:23:50	48000	WW2D_240710_FX6_Acam_009	   														DNxHR LB (1920x1080)		14:48:22:01		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 434+04							25.00		14:52:59:24		BLINK_WW2 DECODED_MEDIA (W:)	00:04:37:23	12/08/2024 20:51:50			25.00			FX60116.MXF	
OWEN FOR RESOLVE	FX60124.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_009\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_009														11345	11344	0									1080p/25			None		24	PCM				13/08/2024 08:23:50	48000	WW2D_240710_FX6_Acam_009	   														DNxHR LB (1920x1080)		16:08:26:07		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 709+01							25.00		16:16:00:02		BLINK_WW2 DECODED_MEDIA (W:)	00:07:33:20	12/08/2024 21:13:23			25.00			FX60124.MXF	
OWEN FOR RESOLVE	FX60114.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_009\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_009														26638	26637	0									1080p/25			None		24	PCM				13/08/2024 08:23:50	48000	WW2D_240710_FX6_Acam_009	   														DNxHR LB (1920x1080)		14:25:23:19		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							1664+14							25.00		14:43:09:07		BLINK_WW2 DECODED_MEDIA (W:)	00:17:45:13	12/08/2024 20:40:29			25.00			FX60114.MXF	
OWEN FOR RESOLVE	FX60101.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_008\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_008														4820	4819	0									1080p/25			None		24	PCM				13/08/2024 08:22:31	48000	WW2D_240710_FX6_Acam_008	   														DNxHR LB (1920x1080)		11:27:32:22		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 301+04							25.00		11:30:45:17		BLINK_WW2 DECODED_MEDIA (W:)	00:03:12:20	12/08/2024 19:52:43			25.00			FX60101.MXF	
OWEN FOR RESOLVE	FX60097.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_008\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_008														22543	22542	0									1080p/25			None		24	PCM				13/08/2024 08:22:31	48000	WW2D_240710_FX6_Acam_008	   														DNxHR LB (1920x1080)		10:50:40:06		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							1408+15							25.00		11:05:41:24		BLINK_WW2 DECODED_MEDIA (W:)	00:15:01:18	12/08/2024 18:55:58			25.00			FX60097.MXF	
OWEN FOR RESOLVE	FX60109.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_008\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_008														19198	19197	0									1080p/25			None		24	PCM				13/08/2024 08:22:31	48000	WW2D_240710_FX6_Acam_008	   														DNxHR LB (1920x1080)		13:23:33:09		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							1199+14							25.00		13:36:21:07		BLINK_WW2 DECODED_MEDIA (W:)	00:12:47:23	12/08/2024 20:25:06			25.00			FX60109.MXF	
OWEN FOR RESOLVE	FX60099.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_008\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_008														13254	13253	0									1080p/25			None		24	PCM				13/08/2024 08:22:31	48000	WW2D_240710_FX6_Acam_008	   														DNxHR LB (1920x1080)		11:13:51:24		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 828+06							25.00		11:22:42:03		BLINK_WW2 DECODED_MEDIA (W:)	00:08:50:04	12/08/2024 19:30:22			25.00			FX60099.MXF	
OWEN FOR RESOLVE	FX60104.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX6_Acam_008\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240710_FX6_Acam_008														13054	13053	0									1080p/25			None		24	PCM				13/08/2024 08:22:31	48000	WW2D_240710_FX6_Acam_008	   														DNxHR LB (1920x1080)		11:41:53:05		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 815+14							25.00		11:50:35:09		BLINK_WW2 DECODED_MEDIA (W:)	00:08:42:04	12/08/2024 19:57:27			25.00			FX60104.MXF	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0044.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														15348	15347	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							13:50:42:12							DNxHR LB (1920x1080)		06:02:19:16		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 959+04							25.00		06:12:33:14		BLINK_WW2 DECODED_MEDIA (W:)	00:10:13:23	12/08/2024 20:08:50			25.00			WW2D_240710_FX3_Bcam_006_C0044.MP4	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0043.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														42816	42815	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							13:16:12:18							DNxHR LB (1920x1080)		05:27:49:22		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							2676+00	05:36:20:14						25.00		05:56:22:13		BLINK_WW2 DECODED_MEDIA (W:)	00:28:32:16	12/08/2024 19:39:19			25.00			WW2D_240710_FX3_Bcam_006_C0043.MP4	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0045.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														40956	40955	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							14:25:47:10							DNxHR LB (1920x1080)		06:37:24:13		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							2559+12	06:37:24:13						25.00		07:04:42:19		BLINK_WW2 DECODED_MEDIA (W:)	00:27:18:06	12/08/2024 19:18:14			25.00			WW2D_240710_FX3_Bcam_006_C0045.MP4	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0041.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														83832	83831	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							11:13:51:06							DNxHR LB (1920x1080)		03:25:28:12		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							5239+08							25.00		04:21:21:19		BLINK_WW2 DECODED_MEDIA (W:)	00:55:53:07	12/08/2024 17:19:07			25.00			WW2D_240710_FX3_Bcam_006_C0041.MP4	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0039.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														23736	23735	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							10:49:51:08							DNxHR LB (1920x1080)		03:01:28:14		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							1483+08							25.00		03:17:18:00		BLINK_WW2 DECODED_MEDIA (W:)	00:15:49:11	12/08/2024 19:56:01			25.00			WW2D_240710_FX3_Bcam_006_C0039.MP4	
OWEN FOR RESOLVE	WW2D_240710_FX3_Bcam_006_C0051.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_10\WW2D_240710_FX3_Bcam_006\M4ROOT 2\CLIP\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	[full range]		Progressive								WW2D_240710_FX3_Bcam_006														15492	15491	0									1080p/25			None		24	PCM				13/08/2024 08:32:46	48000	WW2D_240710_FX3_Bcam_006	   							16:08:24:21							DNxHR LB (1920x1080)		08:20:01:23		V1 A1-2	V1 A1-2		BLINK_WWII DECODED_TECH							 968+04	08:22:55:06						25.00		08:30:21:15		BLINK_WW2 DECODED_MEDIA (W:)	00:10:19:17	12/08/2024 18:07:18			25.00			WW2D_240710_FX3_Bcam_006_C0051.MP4	
OWEN FOR RESOLVE	FX60086.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_006\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_006														13660	13659	0									1080p/25			None		24	PCM				13/08/2024 08:32:16	48000	WW2D_240708_FX6_Acam_006	   														DNxHR LB (1920x1080)		14:52:52:24		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 853+12	15:01:54:11						25.00		15:01:59:09		BLINK_WW2 DECODED_MEDIA (W:)	00:09:06:10	12/08/2024 22:40:38			25.00			FX60086.MXF	
OWEN FOR RESOLVE	FX60090.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_006\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_006														13421	13420	0									1080p/25			None		24	PCM				13/08/2024 08:32:16	48000	WW2D_240708_FX6_Acam_006	   														DNxHR LB (1920x1080)		16:08:04:02		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH			16:12:32:04		   2+14		 838+13	16:12:30:08					       1:21	25.00		16:17:00:23		BLINK_WW2 DECODED_MEDIA (W:)	00:08:56:21	12/08/2024 23:25:26			25.00			FX60090.MXF	
OWEN FOR RESOLVE	FX60094.new.01	N:\BLINK\BLINK_WORLD_WAR TWO DECODED_NEARLINE\01_RUSHES\2024_07_08\WW2D_240708_FX6_Acam_006\XDROOT\Clip\	Other																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO			Sony_S3C 1. SLog3-SG3.Cine to LC-709			Pillarbox/Letterbox	1.000	16:9	4:2:2	S-Log3 / S-Gamut3.Cine		Progressive								WW2D_240708_FX6_Acam_006														8250	8249	0									1080p/25			None		24	PCM				13/08/2024 08:32:16	48000	WW2D_240708_FX6_Acam_006	   														DNxHR LB (1920x1080)		16:30:31:15		V1 A1-8	V1 A1-8		BLINK_WWII DECODED_TECH							 515+10	16:32:43:21						25.00		16:36:01:15		BLINK_WW2 DECODED_MEDIA (W:)	00:05:30:00	12/08/2024 23:47:02			25.00			FX60094.MXF	
